"h0" "h1" "h2" "h3" "h4" "h5" "h6" "h7" "h8" "h9" "h10" "h11" "h12" "h13" "h14" "h15" "h16" "h17" "h18" "h19" "h20" "h21" "h22" "h23" "h24" "daytype"
"2023-04-17" 25.180999 23.313 22.465 22.117001 22.299001 23.942999 28.996 34.712999 40.959001 43.993 43.458998 43.583 41.492 39.859001 40.083 40.657999 41.212001 40.612 39.183001 39.663 41.248001 39.908 36.719 33.460999 31.071 "Working day"
"2023-04-18" 31.071 29.242999 27.974 27.205999 27.562999 28.872 32.783002 37.946001 43.275001 44.82 43.981 43.052001 41.622001 41.953001 42.454 41.624 41.858002 41.614999 40.478999 40.7 42.703998 41.469001 37.948 34.999 31.415 "Working day"
"2023-04-19" 31.415 29.340001 28.244001 27.423001 27.189999 28.509001 31.667 37.055999 42.583 45.606002 44.897 44.002001 41.871 41.379001 42.721001 42.749999 42.913001 42.138 40.437 40.027001 41.599999 40.582 36.895 34.18 31.078 "Working day"
"2023-04-20" 31.078 28.590999 27.332 26.721999 26.426 27.560001 31.237001 36.71 42.374999 44.426999 45.174999 44.167 43.303001 41.811 43.843 43.310999 41.516 41.328001 40.337999 40.224 41.696001 40.193 36.535 33.692998 30.548 "Working day"
"2023-04-21" 30.548 28.128001 26.595999 26.092999 25.888 27.449 30.761999 35.824999 40.913 43.966 44.071001 42.754 40.394999 39.294 40.447 39.178999 38.937 38.204 38.017999 38.008001 39.386999 38.434999 35.107999 32.249 28.708 "Working day"
"2023-04-22" 28.708 26.197001 24.897001 24.06 23.978 24.294 25.222 27.48 31.124999 33.782001 33.542 32.984001 31.977 30.175999 30.091001 29.497001 29.535001 30.35 29.805999 29.879 31.467999 30.934 28.570999 26.815001 24.619999 "Holiday"
"2023-04-23" 24.619999 23.199999 21.941 21.322001 21.076 21.507001 22.025 22.391 24.649 28.070001 28.470001 29.038 29.434999 28.406001 26.764001 26.937 26.390001 26.773 26.582999 27.439999 29.663001 30.036999 28.353001 26.126001 24.853 "Holiday"
"2023-04-24" 24.853 22.565 21.359999 20.992999 20.843 21.731 23.748999 26.123001 30.025998 32.866 32.833001 32.912 33.059001 31.534 32.035001 32.091001 31.472 31.888 30.345001 30.216001 31.505999 31.28 28.736001 26.587001 24.353 "Working day"
"2023-04-25" 24.353 22.482001 21.401 21.098001 20.775001 21.081999 21.265 22.055999 24.514 27.433 29.053001 28.901999 29.656001 27.896999 27.847 26.66 26.157001 26.259 26.220001 26.844001 29.279 29.649001 27.788 25.566999 24.351 "Holiday"
"2023-04-26" 24.351 22.597001 21.793 21.332 21.755 23.223001 27.582 32.737 38.376 40.936 40.698 40.238 38.817 37.812 39.287999 39.629001 39.981 39.246001 37.566 37.646001 39.02 38.496 34.794 31.758 28.318 "Working day"
"2023-04-27" 28.318 26.104 25.116 24.662001 24.734 25.585 29.030998 34.742001 40.158001 42.372999 42.248001 41.752 40.269001 39.497001 39.691999 39.547001 39.846001 39.225 37.609999 37.482001 38.751001 38.11 34.759001 32.125 29.182 "Working day"
"2023-04-28" 29.182 26.969001 25.519001 24.877 24.713001 26.296 29.745 35.096001 40.560001 42.771999 42.679 41.938999 40.357 38.363 38.002 38.370001 38.838 37.954 36.799 37.081 38.197 37.626 34.14 31.315999 28.389001 "Working day"
"2023-04-29" 28.389001 25.83 24.653 23.834 23.611999 23.814999 24.519 27.095 30.052 32.412 32.231001 30.765999 30.128001 28.29 29.074001 29.648 29.461 29.045 29.442999 29.635999 31.185001 30.843001 28.579999 26.578 26.218999 "Holiday"
"2023-04-30" 26.218999 24.567 23.424001 22.624 22.306 22.548001 22.176001 22.59 24.226 26.773 29.117 29.686 29.321001 28.954 27.79 28.515 27.189 26.849 27.34 28.424 30.042 29.77 27.97 25.670002 25.362 "Holiday"
"2023-05-01" 25.362 23.278999 21.965 21.388999 21.081001 21.242999 20.69 20.858998 22.581 24.835001 25.978999 26.521 28.089 28.251999 27.015 26.425999 26.111 25.818999 26.273002 27.591999 29.264 29.114 27.350999 24.872 24.410001 "Holiday"
"2023-05-02" 24.410001 23.116001 22.125999 21.891 22.432001 24.093001 27.981001 33.216 39.265001 41.856 42.324001 41.347001 39.816 39.415001 40.149999 40.085001 40.334001 39.223001 38.810001 39.263 39.985 39.400001 35.757001 32.398001 29.050999 "Working day"
"2023-05-03" 29.050999 26.875 25.604001 25.268001 25.315999 26.435999 29.765001 34.931 40.445 42.44 42.967999 43.042 41.943002 40.634 40.481 41.319 41.234001 39.962001 38.593001 38.795 39.383001 39.614999 36.052 33.078999 29.463001 "Working day"
"2023-05-04" 29.463001 27.517001 26.367 25.719001 25.633 26.831 29.269 35.457001 41.659 43.675 43.2 42.268001 40.401999 39.062999 40.240001 41.3 41.536999 40.933999 39.676 39.698001 40.610001 40.421 36.786999 33.795001 30.140001 "Working day"
"2023-05-05" 30.140001 27.702999 26.569001 25.946001 25.985 26.985 29.768999 35.461001 40.908999 42.111001 42.183 41.536 40.340001 38.7 39.665 40.563001 39.84 39.911001 37.642001 38.228 39.184002 39.020001 35.415999 32.997 29.650001 "Working day"
"2023-05-06" 29.650001 27.144 25.372 24.649001 24.492999 24.931999 25.371999 28.501 31.817 34.130001 34.352 33.440001 32.419001 30.982001 30.538 30.666 30.804001 30.489 30.746999 31.687 32.347 32.650999 30.246 27.997001 25.923 "Holiday"
"2023-05-07" 25.923 24.45 23.06 22.317 21.971001 22.732001 21.935 23.441 25.749 27.360999 29.303 29.427 29.736999 28.652 27.102999 27.015001 27.153 26.778001 27.325 28.440999 30.072 31.048 29.41 26.733999 24.102 "Holiday"
"2023-05-08" 24.102 22.651 22.064 21.516 21.771 23.152 26.614 32.096999 37.638999 39.917 41.28 41.256001 39.514001 38.491 39.364 39.78 39.464999 37.656 37.543 38.626002 39.145 39.148 35.353999 32.153001 28.891 "Working day"
"2023-05-09" 28.891 27.045999 25.702 25.255 25.567 26.403001 29.081998 34.905001 40.510001 42.505 42.159 41.884 40.011 39.462 41.957 41.951 42.305999 40.122999 39.164 40.141 40.175 39.277 35.005 31.879002 28.837 "Working day"
"2023-05-10" 28.837 27.122 25.882999 25.628999 25.45 26.793001 29.595999 34.849999 40.182999 42.81 42.35 42.502001 40.987999 39.214001 40.001001 41.011001 41.320999 39.876 38.665 39.065 39.259 38.476999 34.870001 31.533001 27.701 "Working day"
"2023-05-11" 27.701 25.647999 24.816001 24.443 24.465999 25.448 27.824 33.434 39.801 41.935 40.859 41.209 39.762999 39.337 40.425 41.281001 40.580999 39.835 37.924 37.916001 38.303002 38.342 34.448 31.586 28.579 "Working day"
"2023-05-12" 28.579 26.418999 24.883 24.356 24.427 25.868 28.282 33.841002 38.803 41.118999 40.48 40.375999 39.687 38.324 39.537 40.041 38.379 37.399001 36.642001 37.014001 37.132 37.005001 33.657998 31.375 27.506 "Working day"
"2023-05-13" 27.506 25.628999 24.361 23.931 23.629 23.835999 24.167 26.575 29.122001 31.315 30.941 31.742 30.06 29.132001 28.307 28.359999 27.645 28.861001 28.883 30.760001 31.430001 30.836999 28.611 26.636 24.444 "Holiday"
"2023-05-14" 24.444 22.977 21.643002 21.176 20.882999 21.113 20.769999 21.456999 23.670999 26.359 28.476 29.309001 30.109001 29.779001 26.182001 26.19 25.845001 26.65 27.367 28.298999 28.821001 29.864999 27.863001 25.825001 23.559001 "Holiday"
"2023-05-15" 23.559001 21.902 21.314 20.924 21.246 22.328001 25.618 31.518 37.481 40.017 39.251001 38.790998 37.948999 37.596999 38.007999 37.429 36.941001 36.216999 36.182 37.216 38.312 38.495999 35.169 31.637001 27.591 "Working day"
"2023-05-16" 27.591 25.694 24.669 24.607999 24.822 25.703999 27.981 33.506 39.155999 41.812 41.414 40.703 39.680001 38.383 39.153999 39.395 39.112001 39.167001 37.44 38.132999 38.371 38.012 34.641002 31.612 28.385 "Working day"
"2023-05-17" 28.385 26.227001 24.922999 24.479999 24.209999 25.375999 27.947999 33.228 38.466 40.984001 40.829999 41.315 39.831 38.271 39.176999 39.345999 39.344001 38.557001 37.031 37.668 38.187001 37.995999 34.779998 31.751 28.237 "Working day"
"2023-05-18" 28.237 26.304999 25.075 25.032 24.766 25.773 28.273999 34.049999 38.808 40.752 40.342 39.955999 38.04 36.299 37.168 38.162999 38.05 36.551 36.752998 37.750001 37.997001 37.988001 34.555 31.323999 28.389 "Working day"
"2023-05-19" 28.389 26.456 25.338 24.889 24.910999 25.960001 28.24 33.518 38.570001 41.196 41.288001 41.132001 39.114999 37.081999 38.138 38.363999 38.366999 37.958999 37.253999 37.599 37.404 37.254998 33.664 30.628 27.981999 "Working day"
"2023-05-20" 27.981999 25.733999 24.294001 23.518999 23.068 23.370001 24.004999 26.301999 29.225001 32.399999 33.564 32.638 31.963 30.253999 29.734999 29.383 27.85 28.455999 29.272999 30.499 31.059 30.759999 28.399001 26.144 24.778 "Holiday"
"2023-05-21" 24.778 22.963999 21.899 21.261 20.965 21.303 20.794 21.827 23.957001 26.148001 28.601001 30.846 31.522 29.571001 27.724999 26.158999 25.329001 25.312 26.390998 27.656 29.169001 30.062999 28.54 26.393999 23.648999 "Holiday"
"2023-05-22" 23.648999 21.933 20.875001 20.856001 20.988 22.489001 25.656999 32.255 38.23 41.661998 42.165 41.496 40.161 38.200001 40.045999 40.359 39.783999 38.496 37.317 37.812 38.33 38.518 34.774 31.160999 28.157999 "Working day"
"2023-05-23" 28.157999 25.588 24.597999 24.492 24.644 25.593 27.977999 33.941999 39.549 41.478 41.167 41.239999 39.744999 38.792001 39.727999 40.274999 40.582001 39.505 37.859001 38.081 38.335 38.893 35.341001 32.381001 29.562001 "Working day"
"2023-05-24" 29.562001 27.367001 26.115 26.344 26.265999 26.982 29.028999 34.733 40.273 42.400999 42.504 41.667999 40.4 39.408 40.768 42.208 42.421 41.518999 39.096001 39.117 38.750001 38.666 35.222999 32.656001 29.574 "Working day"
"2023-05-25" 29.574 27.863 26.848 26.31 26.605 27.17 29.421 34.564 40.145001 42.358 41.984999 41.971001 40.836 38.909001 39.53 39.449001 38.850001 38.150999 37.133 37.935999 38.208001 37.861999 35.274 32.263 29.33 "Working day"
"2023-05-26" 29.33 27.104999 25.970001 25.565001 25.482 26.321999 28.611999 34.124 39.810999 41.128999 40.784999 39.890001 39 37.697 38.354 38.438999 38.744998 38.919999 38.161 37.78 37.519 37.426 34.673001 32.219998 28.785999 "Working day"
"2023-05-27" 28.785999 26.906999 25.393999 24.917001 24.458001 24.523 24.249999 27.272 30.447 32.932001 33.692001 33.573001 32.528 31.581001 29.693999 30.22 30.476 30.409999 31.306001 31.746999 31.568 31.802999 30.185 27.878 25.656001 "Holiday"
"2023-05-28" 25.656001 24.003001 22.239 21.483999 21.865999 22.279999 21.638 22.653 25.742001 27.351999 27.774 28.179 29.176999 28.497 27.442001 27.680999 27.537001 27.717 28.008001 28.897001 29.423001 30.083001 29.134 26.725999 24.118 "Holiday"
"2023-05-29" 24.118 22.266001 21.537999 21.457 21.391 22.782 26.256 32.603999 38.242 40.473001 39.949 39.245001 37.963001 37.568 38.991998 39.825999 39.150001 38.917 37.445 37.628 37.543001 37.714 34.538 31.989999 28.541001 "Working day"
"2023-05-30" 28.541001 26.275 25.060999 24.931 25.214 26.076 28.395 34.167999 39.61 42.192 42.204999 42.519 40.533999 40.058001 40.512 40.085 38.838 38.778999 37.646999 38.523 38.891 38.96 35.817 32.713 29.84 "Working day"
"2023-05-31" 29.84 27.587999 26.469 26.2 26.196001 27.112001 29.506 35.111001 40.484 42.693 42.663 42.496 40.642999 38.787 40.079 41.713001 40.611 39.326999 38.356 38.773 38.417 38.592999 35.553 32.834 27.812999 "Working day"
"2023-06-01" 27.812999 25.668 24.53 24.264 24.147 25.254999 27.387 32.638999 37.842999 39.979 39.579999 39.446999 37.982001 36.559 36.919 37.996001 38.418 37.58 36.614 36.128999 35.688 35.563 32.916 30.265001 27.51 "Working day"
"2023-06-02" 27.51 26.027 24.477 23.726999 23.362 23.321 22.300002 24.230999 27.485002 29.555999 29.798001 29.078 29.613 29.046999 27.488999 27.632 28.994 28.880002 29.191 29.580999 29.891 30.120001 29.250001 26.79 25.312 "Holiday"
"2023-06-03" 25.312 23.661999 22.502999 21.806999 21.604001 22.279 22.054 24.725999 28.052 29.956001 30.331001 30.936 30.514999 29.999999 28.5 28.681999 28.670001 28.320001 29.149999 30.197001 29.971 30.240001 28.684 26.590999 24.59 "Holiday"
"2023-06-04" 24.59 22.829 21.625001 20.88 20.718999 20.955 20.359 22.248 24.817 27.181 28.05 27.848 28.503 26.408001 23.922999 24.580999 24.912001 24.811 26.869 27.958999 28.817999 29.612 28.418 25.955 23.880001 "Holiday"
"2023-06-05" 23.880001 22.591001 21.655999 21.268 21.508999 23.075 26.277999 32.306999 38.142 40.093001 40.338998 40.125999 40.057 38.512 39.105999 39.276 39.413999 38.444 38.427999 37.77 37.545999 37.345999 35.160001 32.064999 28.880998 "Working day"
"2023-06-06" 28.880998 26.857 25.732001 25.596999 25.687 26.561999 28.675001 34.307001 39.307998 41.882999 41.354001 42.388999 39.804999 38.683 39.614999 39.336 40.182 40.348 38.475 38.548 38.184001 38.041998 35.344 32.157 28.934001 "Working day"
"2023-06-07" 28.934001 26.824002 25.702999 25.217999 25.349 26.698 29.284999 35.606 41.736999 42.848001 41.216 40.932 39.799 38.824 41.132001 41.547 41.316001 40.551999 39.816001 39.556 38.688 38.435 35.553999 32.458 29.177001 "Working day"
"2023-06-08" 29.177001 27.163999 25.774001 25.295 25.120001 25.973 28.317001 33.887 38.815999 40.694 41.118001 40.691 39.087001 38.602999 39.243 41.507999 41.854999 40.935999 39.751 39.764 38.979 38.538001 35.781999 32.845002 29.596999 "Working day"
"2023-06-09" 29.596999 27.739001 26.514001 25.723999 25.728 26.895999 29.014001 34.272001 39.5 41.563 41.677001 42.656 40.524999 39.895 41.021 41.905 41.527001 41.087999 39.527 39.081 37.945 37.445001 35.387 32.380999 29.067 "Working day"
"2023-06-10" 29.067 26.902 25.525 24.989001 24.682 25.1 25.206999 27.650999 30.306001 32.47 32.441 33.328002 33.040001 31.747999 31.299 31.027 30.843 30.517 31.918 32.025999 31.708 31.785 30.248 28.094999 25.975 "Holiday"
"2023-06-11" 25.975 23.980999 22.817001 22.122001 21.646 22.032 21.387001 22.736002 25.324 27.172 27.971 28.941 30.233 29.078 28.474 27.743 28.332 28.716999 28.341 29.173 30.064002 31.075 30.327999 28.33 25.727 "Holiday"
"2023-06-12" 25.727 23.948001 23.167 22.658 22.642999 23.866 26.959999 32.700001 38.638999 41.742001 40.616 40.952 40.827 40.107 41.424001 41.754 42.542 42.188 40.392001 39.956001 39.285999 38.629 35.874001 33.724 30.122999 "Working day"
"2023-06-13" 30.122999 27.947999 26.911 26.297 26.463999 27.092 29.929 35.413 40.474999 43.242001 44.709 44.945999 42.062999 40.84 41.388001 41.417 41.262001 41.795 39.769001 40.150001 39.772 39.536999 37.337002 33.968999 30.659 "Working day"
"2023-06-14" 30.659 28.773 27.468999 27.080999 27.352 28.035 30.596999 35.886 40.933999 44 44.533999 43.835999 41.382 40.893999 42.271 41.972 41.991 41.985999 41.472 41.734 41.120001 40.136 37.695001 34.477001 31.157 "Working day"
"2023-06-15" 31.157 29.366 28.29 27.663001 27.691 28.302 30.558 35.77 40.956999 42.827999 43.895999 43.806001 43.922 42.857001 42.803001 43.074 42.943 42.204 41.456 40.828 39.806999 39.140001 37.073 34.226 31.334001 "Working day"
"2023-06-16" 31.334001 29.355 28.59 27.812 27.583999 27.884 30.139 35.659 41.530001 44.027999 44.419999 44.577 43.165001 42.062001 42.510001 43.027999 43.159999 42.289999 41.788 40.705001 40.041 39.452001 37.25 34.392001 30.273 "Working day"
"2023-06-17" 30.273 28.372 27.121 25.626 25.419999 25.41 25.264002 28.474999 31.789 34.187 34.815999 34.356999 33.764001 33.394 32.124001 32.043 32.155001 33.109999 33.148001 33.161 32.583 32.347 31.571 29.605001 26.738 "Holiday"
"2023-06-18" 26.738 24.907 23.750001 22.962999 22.545001 22.582 21.761998 23.504 26.594 28.63 30.021 30.337001 30.905 30.096999 29.478 29.19 29.354999 29.127 31.025999 31.838999 31.828 32.266 31.853001 29.195001 26.262002 "Holiday"
"2023-06-19" 26.262002 24.519999 23.395 23.238999 23.095001 24.326998 27.339001 33.451001 40.364 42.655999 42.383 43.849001 43.024 42.593 44.171001 44.564998 44.968999 44.334 43.144 42.295 41.106 40.975 38.522999 34.895001 31.476001 "Working day"
"2023-06-20" 31.476001 29.207 27.754999 27.615 27.110999 27.755999 30.040999 36.529999 42.804999 45.966 46.527 46.229998 45.434 45.042 46.317001 46.848 47.122001 46.553 45.289001 44.425 43.096001 41.943001 39.451001 36.041001 33.016002 "Working day"
"2023-06-21" 33.016002 31.555 30.068999 29.428 29.144 30.152999 32.206 37.801 44.050001 46.147 47.181 47.515999 46.878001 46.406999 47.331 48.164001 48.473998 47.822 46.163 45.256 44.269999 43.499 41.046999 37.7 34.267 "Working day"
"2023-06-22" 34.267 31.471001 29.917 29.516001 29.655001 30.489999 32.755001 37.926001 44.246 47.021 47.996001 49.046001 48.077002 47.239 48.778 49.806 50.222999 50.044 48.503001 47.129 45.446 44.836001 42.205 38.845001 35.152999 "Working day"
"2023-06-23" 35.152999 32.336999 30.726999 30.542999 30.491001 30.758998 32.799 38.437 44.943001 47.967 48.525999 50.132 49.095999 48.821 49.182 49.334999 49.604 48.932 46.686 45.296999 43.707 42.674 40.452999 37.682001 33.811999 "Working day"
"2023-06-24" 33.811999 31.667 30.272 29.559 29.089999 29.19 28.533 31.563001 34.891 37.100999 38.030002 38.194998 37.278 37.067 36.377 35.543999 36.044999 37.083 37.529 37.013 36.482 35.822999 34.488 32.394 29.755001 "Holiday"
"2023-06-25" 29.755001 27.954 26.777 25.878999 25.281 25.082001 24.458999 26.280999 29.124001 31.023001 32.683 33.34 33.881001 33.564001 32.362999 32.69 33.203 33.201999 34.091001 34.141001 34.09 34.659 34.321999 32.372 29.094 "Holiday"
"2023-06-26" 29.094 26.983999 25.959 25.436001 25.548001 26.608999 29.637 36.581 43.098001 46.666 47.521 48.201 47.196999 46.843999 48.041001 48.481001 49.119999 49.067999 47.531 46.779 45.450002 44.681999 42.234001 39.122 35.766 "Working day"
"2023-06-27" 35.766 32.922 31.174001 30.523 30.076999 30.724999 32.936001 39.073001 45.325 48.858999 50.285999 50.376999 49.509001 48.889999 50.674 51.323999 52.561 51.307999 49.470998 47.904 45.906 44.589002 42.171 39.119001 35.463999 "Working day"
"2023-06-28" 35.463999 32.768001 31.282 30.268001 30.203999 30.771 33.040001 38.864 44.378 47.442001 48.64 48.640001 47.584 47.491001 48.002001 49.257999 48.203 47.784001 46.715001 45.82 43.764 42.994 40.849998 37.662999 34.081999 "Working day"
"2023-06-29" 34.081999 31.923001 30.368999 29.659001 29.698 30.128 32.178 37.710001 44.081001 47.153001 47.694 47.269999 45.887999 45.699 47.111 47.922999 47.715001 47.78 45.644001 44.321 42.916998 42.296 40.084999 37.416 33.827 "Working day"
"2023-06-30" 33.827 31.942 30.409001 29.603 29.666002 30.074 31.844 37.064 42.973001 46.898002 46.735001 47.65 46.093999 45.132001 45.648001 46.272999 45.989001 44.964999 43.495999 42.286 40.905 39.563 37.721001 35.48 32.439 "Working day"
"2023-07-01" 32.439 30.343 28.663 28.114 27.596 28.04 27.519001 30.033 33.131 35.217001 35.664 35.215001 35.367999 34.797001 33.221001 33.197 34.516 33.953 34.771 35.233 34.442 33.881 32.991999 30.546 28.865 "Holiday"
"2023-07-02" 28.865 27.056 25.524 24.691001 24.048 24.168999 23.399 24.963 28.126999 30.198 31.931999 31.620001 31.651001 30.528001 30.905999 31.145 31.687 32.304001 32.663001 33.245 33.113 33.358001 33.065 30.751 27.805 "Holiday"
"2023-07-03" 27.805 25.973 24.947 24.625999 24.677001 26.165999 29.132999 35.957999 42.181 45.266 45.95 46.586001 45.728 45.369 46.655999 48.352001 47.882 47.144 44.624001 43.887 42.365999 41.498 39.542 36.660999 33.163999 "Working day"
"2023-07-04" 33.163999 31.140001 29.602001 28.988999 29.238 29.953 31.530001 36.955999 43.667999 46.610999 46.931 46.974 45.923999 45.418 47.014 47.836 48.813 47.165 45.922 45.005 43.330999 42.569 40.442999 37.071 33.891 "Working day"
"2023-07-05" 33.891 31.959999 30.577999 30.055001 29.836999 29.714999 32.105 38.031 44.141001 46.927 47.814 48.491999 47.195001 45.811999 46.787999 48.215999 48.600001 47.925 46.708 45.608 44.034999 43.145001 40.547001 37.427 34.330001 "Working day"
"2023-07-06" 34.330001 32.162001 30.759999 29.952 29.427999 30.198001 32.339 38.721 45.592 49.142 48.552001 49.16 46.921 47.461 48.214001 48.568 48.654001 47.794999 46.561001 44.751 43.003001 42.492 39.812999 36.952 33.341 "Working day"
"2023-07-07" 33.341 30.789 29.369 28.648 28.070999 28.964 30.758001 36.2 42.259 45.541 46.095 45.767 44.97 44.416999 45.651 46.414001 46.357999 45.104 43.764 43.16 41.458999 40.891 38.45 35.901 32.964 "Working day"
"2023-07-08" 32.964 30.796 29.236 28.246 27.692 27.825001 27.640001 29.975001 33.936 36.915 38.17 37.458999 36.926 36.899 36.634 36.027 36.557001 37.643 38.506001 38.569001 37.534999 37.01 35.617 33.450001 31.206 "Holiday"
"2023-07-09" 31.206 29.261 27.560001 26.473999 25.812001 25.762 24.998 26.217001 28.775 30.969999 32.279002 33.241 34.214 34.264 33.353 33.189001 33.611999 34.5 35.752999 36.302 36.396001 36.85 35.855001 34.185999 31.113 "Holiday"
"2023-07-10" 31.113 29.136999 27.657 26.877 26.61 27.977 31.154 37.603001 44.590999 48.632001 50.146 50.858 50.869 51.063001 52.426 52.958999 53.110999 52.903 51.409 49.812 48.306 47.995001 45.161 41.897002 37.986 "Working day"
"2023-07-11" 37.986 35.014 33.49 32.381 31.985 32.620999 34.384001 40.200999 47.219999 51.552 52.619999 53.538 53.324 53.412001 54.757999 55.167 55.258 54.322999 53.307001 51.665999 50.026999 49.182 46.118 42.617001 38.314 "Working day"
"2023-07-12" 38.314 35.449999 33.659 32.79 32.485999 32.762999 34.782 40.779002 47.731 52.066001 53.528999 53.179 52.031 50.988 52.527 53.008 53.140001 52.658999 50.743999 49.267 47.575001 47.117001 43.885999 40.606999 36.867 "Working day"
"2023-07-13" 36.867 34.187999 32.541 31.557 31.336 31.775 33.866001 39.288999 45.203 48.234999 48.302 48.937999 46.782 47.586 49.985 50.216 51.7 51.659 49.263 47.853 46.41 45.748 43.531 40.613999 37.589001 "Working day"
"2023-07-14" 37.589001 35.048999 33.231 32.297 31.807 32.471999 34.33 39.291 45.871999 50.381 51.376 51.666999 50.654001 50.109001 51.444 50.860001 51.185 50.564 48.870999 47.547001 45.387999 45.104 42.718999 39.988001 36.853 "Working day"
"2023-07-15" 36.853 34.725001 33.042001 31.772001 31.431999 31.521999 30.483 33.166001 36.774 39.77 41.364 41.745999 41.415001 41.089001 41.148 40.377001 40.771 42.172 42.247001 41.801999 40.560999 40.364999 38.818001 36.372 33.716 "Holiday"
"2023-07-16" 33.716 32.096999 30.499 28.921 27.783 27.319 26.131 27.560999 30.506 32.914 34.926 35.710001 37.135001 37.133 37.063 37.435001 37.747001 38.127999 39.082 38.989 39.285999 40.068 39.462999 36.943999 33.542 "Holiday"
"2023-07-17" 33.542 31.075001 29.722001 28.798999 28.777 29.838001 32.809 38.872999 45.875 50.755999 52.431999 53.291999 53.227001 53.400999 55.067001 55.625999 55.988999 56.173001 54.213 52.788 51.410001 50.950001 48.251001 44.676001 40.418999 "Working day"
"2023-07-18" 40.418999 37.886 35.817001 35.046 34.595 35.015 36.329 41.738 48.641 53.307001 54.899 56.006 55.620001 55.732 57.307001 58.091 58.143999 57.828 56.297 54.207 52.372 52.184001 49.359999 45.897999 41.597999 "Working day"
"2023-07-19" 41.597999 38.701999 36.851 35.637 35.116999 35.542999 37.647 43.237001 49.887999 53.849 56.123 57.01 56.107999 56.605001 57.529001 57.969999 58.671001 58.026001 57.202 55.149 53.002999 52.123999 49.520001 45.711 41.571 "Working day"
"2023-07-20" 41.571 39.170999 37.064 35.612 35.110999 35.591999 37.274 42.452999 48.467001 52.784999 54.104 55.312 54.422001 54.444 55.802999 56.481 56.898001 56.604001 55.536001 53.860999 52.184 51.71 48.803 45.426 41.648 "Working day"
"2023-07-21" 41.648 39.09 37.348999 35.994 35.416 35.926999 37.817 42.59 48.075 52.221 55.369 55.571 54.067 52.928 54.425 55.222 54.722 53.887001 51.973 50.661001 48.432 47.837999 45.049999 42.199001 38.935 "Working day"
"2023-07-22" 38.935 36.358 34.789 33.820999 33.013999 32.893 32.034999 34.541 37.699 40.653999 42.033999 42.701 42.402 44.346999 42.968 40.276001 42.039999 43.157 43.356 42.506 40.756 40.937999 39.212999 36.767 34.215001 "Holiday"
"2023-07-23" 34.215001 32.428999 30.916 29.576999 29.126999 28.734 27.848001 28.933001 30.948 33.126001 35.679 36.918 38.166001 37.909 38.401001 38.347999 38.454 39.475001 39.839001 39.93 39.582001 40.409 39.176 37.170001 34.261 "Holiday"
"2023-07-24" 34.261 31.890998 30.490002 29.502999 29.247 30.677999 33.726001 39.001002 45.482 49.708001 53.732999 54.441999 52.517 54.688 55.026999 55.238 55.011 53.425 51.213999 49.766001 48.443 47.74 44.662999 41.868999 38.895001 "Working day"
"2023-07-25" 38.895001 36.388001 34.434 33.459 32.757 32.640001 34.846998 39.576001 45.158 48.284999 50.542999 52.188001 53.106 52.224 53.714999 53.759 53.363 52.582 50.162999 48.397 46.349 45.827001 42.956 40.264 36.813999 "Working day"
"2023-07-26" 36.813999 34.26 32.602999 31.763 31.352 32.127 34.078001 38.805 44.462001 47.82 49.056 48.559 47.836 47.090999 48.360999 49.822001 49.43 48.015 46.983 45.356 43.699 43.007 39.975 37.18 33.801001 "Working day"
"2023-07-27" 33.801001 31.661 30.286999 29.622 29.206001 30.261 32.392 37.933001 43.286 46.232 46.447 46.771 44.864001 44.641 45.384001 46.025 46.361001 46.407 45.422001 44.525001 43.124001 42.892002 40.470001 37.144 33.604001 "Working day"
"2023-07-28" 33.604001 31.618 30.381 29.448 29.030001 30.142 32.523 37.567999 42.595 45.871001 46.286999 46.056 45.954 44.428 45.771 45.878 46.54 46.574 45.815001 44.229 42.832 42.720001 39.771999 36.760001 33.683999 "Working day"
"2023-07-29" 33.683999 31.763 30.445999 29.583999 28.873001 28.939 28.74 30.981001 34.809 37.294 38.357001 39.167 39.055 38.166 37.719 37.275 38.06 39.043001 39.22 38.906999 37.816 37.844001 35.601 32.988 30.515001 "Holiday"
"2023-07-30" 30.515001 28.474 27.092999 26.218001 25.533 25.344 24.879999 25.888001 28.733001 31.131 32.626 32.685999 33.622 33.703999 32.708 33.651 33.418 34.212001 34.895999 35.596999 35.506 36.268 34.772 32.488999 30.071999 "Holiday"
"2023-07-31" 30.071999 28.053001 26.914999 26.225 26.176 27.253 30.431 35.926001 42.735999 46.440999 47.134 46.427999 46.229 45.946 46.661001 47.33 47.486001 47.97 46.794999 45.722001 44.105999 44.211001 41.153999 38.107999 35.471999 "Working day"
"2023-08-01" 35.471999 32.521 30.977999 30.127 29.858999 30.698999 33.075 38.243 44.085999 47.953001 48.231 48.998999 47.656 47.037 48.723 48.528999 47.634999 47.711 46.115001 45.425001 43.856001 43.251 40.332 37.225999 33.949 "Working day"
"2023-08-02" 33.949 32.038 30.594999 29.797 29.768999 30.228 32.595998 37.126 43.434 47.573 48.152 48.895 48.012999 47.507001 48.239 48.487001 48.095001 48.839 47.418001 45.907 44.316 43.720001 40.652 37.449 34.002999 "Working day"
