"h0" "h1" "h2" "h3" "h4" "h5" "h6" "h7" "h8" "h9" "h10" "h11" "h12" "h13" "h14" "h15" "h16" "h17" "h18" "h19" "h20" "h21" "h22" "h23" "h24" "daytype"
"2023-08-03" 34.002999 31.507999 30.058 29.313 29.041999 29.875999 32.384001 36.752 42.643 46.193 46.648999 47.255001 46.880001 46.417999 46.629 47.565999 47.958 47.183999 46.213001 44.979999 43.455 43.146 39.841 36.821 33.642 "Working day"
"2023-08-04" 33.642 31.478 30.012 29.14 28.75 29.273999 31.217 35.340999 40.606001 43.160001 44.745001 44.206999 43.242999 42.099999 42.606 42.6 41.650001 41.303 40.5 40.439999 38.970999 38.208999 35.222999 32.863999 29.886999 "Working day"
"2023-08-05" 29.886999 28.001001 26.846001 25.883999 25.396 25.219001 25.479001 27.106 30.147999 31.936 30.589 30.792 30.788 30.367999 31.173001 30.172 30.573001 31.661 32.396999 32.708 32.341 32.529999 30.435001 28.14 25.963001 "Holiday"
"2023-08-06" 25.963001 24.144001 23.082999 22.544999 22.172 22.184999 21.805 22.653 25.274 27.374 28.242 28.687 29.381 29.212 28.495 28.826 28.931 29.606999 29.719999 30.039 30.250002 31.368 29.654999 27.627 24.976001 "Holiday"
"2023-08-07" 24.976001 23.654001 22.357 21.832001 21.710998 22.563 24.493 27.913001 32.312 35.701001 36.203 35.948 35.071999 34.566 34.591001 35.621999 35.408999 34.984001 35.61 35.426999 34.815 35.063 32.441001 29.704999 26.736998 "Working day"
"2023-08-08" 26.736998 25.019 23.836 23.293 22.975 23.687 25.561 28.501001 33.405999 36.33 36.122999 36.061999 36.364 36.387 36.251001 36.080001 36.492001 37.051 36.724 35.991001 35.325 35.331999 32.729999 29.990999 27.623 "Working day"
"2023-08-09" 27.623 25.666 24.369001 23.532 23.581999 24.19 26.099001 29.071 33.605999 37.324999 37.309 36.829 36.863 36.618 35.996 36.118 35.975001 37.1 36.865 36.475 35.940002 35.967001 33.511999 30.994 27.888001 "Working day"
"2023-08-10" 27.888001 26.156 24.931 24.185 24.012001 24.312 26.239001 29.06 33.429 36.281 36.878 36.800001 36.606002 35.82 36.103 35.942001 37.287 38.284001 37.957 37.319002 37.109 36.840001 34.16 31.716 28.297999 "Working day"
"2023-08-11" 28.297999 26.436999 25.157 24.662001 24.32 24.783999 26.498999 29.09 33.031 36.097 36.576999 36.615999 36.407 36.084001 35.796 35.883999 36.442 37.364001 37.046 36.406 36.127 35.83 33.442001 31.076998 28.014002 "Working day"
"2023-08-12" 28.014002 25.758999 24.496 23.778999 23.291999 23.554998 24.060001 25.112 27.835001 30.338001 30.772999 31.228 31.563999 31.301999 31.011 31.126999 31.922001 33.303 33.799 34.194 34.216 34.137001 31.729001 29.810999 27.202 "Holiday"
"2023-08-13" 27.202 25.35 23.658 23.192999 22.987 23.163 23.253 23.640001 26.499999 28.541 29.356 29.515999 29.971999 29.882002 29.693 29.644 30.375 31.582001 32.191001 32.684 33.404 34.183001 32.256999 30.126999 27.257001 "Holiday"
"2023-08-14" 27.257001 25.017001 23.995999 23.345 22.888999 23.263 24.176001 25.344001 28.446002 31.083 31.56 31.584 32.371 32.523 32.599 32.906 33.187001 33.924002 34.712 34.728001 34.794 34.658001 32.148 29.935999 27.363001 "Working day"
"2023-08-15" 27.363001 25.563 23.797001 23.341001 22.934001 23.059002 23.302999 23.535001 25.974001 28.156 28.954999 29.259001 29.680001 29.167999 28.776 28.613 29.503001 30.831 31.246 31.735001 32.619 33.575 31.777999 29.781 27.166 "Holiday"
"2023-08-16" 27.166 25.458 24.163999 23.336 22.726999 22.904 24.239 25.930999 29.621 32.759 33.429999 34.094 34.749 34.924001 35.221001 35.843999 36.255001 36.760999 35.697999 35.555 36.012 35.725 33.284 30.625 28.101999 "Working day"
"2023-08-17" 28.101999 26.041 24.847999 24.140002 23.818 24.560999 25.901001 27.287998 30.623 33.721 35.034 35.02 35.529001 36.173001 36.968999 36.116 35.886 36.793001 37.152 37.028 36.994999 36.696002 33.990999 31.504999 28.565001 "Working day"
"2023-08-18" 28.565001 26.587 25.232 24.457 24.157 24.504999 26.441 27.741002 31.507 34.538001 35.52 35.543 35.874999 36.298 36.768999 36.928 37.531002 37.433 37.811999 37.237 37.712999 37.357 34.582 32.035 29.568 "Working day"
"2023-08-19" 29.568 27.262 25.682 24.551001 23.994 24.163999 25.211001 25.536999 28.374999 30.888 31.973 32.299001 33.027 33.623999 34.139999 34.067999 34.779001 35.477001 36.3 36.797001 37.463 36.867001 34.358 31.72 29.088 "Holiday"
"2023-08-20" 29.088 27.001 25.673 24.851 24.471001 24.699 25.024 24.763 27.138998 29.883 31.403 32.27 33.511 34.124001 33.938002 34.078001 34.258001 34.950999 35.479 36.102 36.797 37.108 34.819 32.378999 29.901001 "Holiday"
"2023-08-21" 29.901001 27.203999 25.93 25.073001 24.796998 25.506001 28.295999 30.676999 35.527999 40.139 41.826001 42.844001 43.157001 44.071001 44.865001 45.227 45.68 45.792 44.867 43.848 43.648 42.903999 40.002 37.247 33.762 "Working day"
"2023-08-22" 33.762 31.600001 30.068 29.179999 28.562999 29.191 31.204999 33.4 37.909 42.42 44.166 45.113 45.951001 46.689 47.395999 47.780001 48.040001 48.229 47.131999 45.734 45.64 44.707999 41.286 37.968001 34.943999 "Working day"
"2023-08-23" 34.943999 33.049001 31.171 29.952999 29.657 29.811 32.472 34.871001 39.637001 43.979 45.569 46.539 47.342001 47.331 47.644999 48.253999 48.970001 49.007001 47.661 46.681001 46.982 45.377 41.973 38.828 35.979999 "Working day"
"2023-08-24" 35.979999 33.465001 31.873001 30.917001 30.281001 30.607 32.502 35.033 39.899999 44 45.887 47.3 47.961001 47.899001 48.548 49.032 49.13 49.434 48.282999 46.703 47.528001 46.453001 42.737999 39.576999 35.906 "Working day"
"2023-08-25" 35.906 33.336 31.599 30.694 30.096 30.638 33.216 35.743001 39.931 44.22 46.336 47.372999 47.701001 47.519 48.506 48.304 48.295 48.647001 47.56 46.712001 46.302999 44.621 41.649 38.745999 35.248999 "Working day"
"2023-08-26" 35.248999 32.905 31.452999 30.509999 29.951001 29.780999 30.469 30.885002 33.717999 37.175 38.982 39.628 39.272001 39.225 39.587 39.483 39.133 39.695 39.612001 39.452001 40.158001 38.943001 36.18 34.012 31.75 "Holiday"
"2023-08-27" 31.75 29.929 28.195 27.244999 26.651001 26.249 26.517001 26.307 28.610001 31 32.461002 32.675999 33.774999 34.045001 33.926999 33.092 33.327 32.966001 34.345 35.161 37.061999 36.212 34.223 31.992 29.427999 "Holiday"
"2023-08-28" 29.427999 27.930001 26.886999 26.321 26.059 27.344 31.529001 35.176999 40.609 43.851999 45.92 45.289 44.927001 43.802 44.846001 44.470999 45.308001 43.923 42.094 40.839999 41.714 39.669002 36.354 34.120999 31.128001 "Working day"
"2023-08-29" 31.128001 29.512001 28.393999 27.792999 27.811 28.738 31.887001 35.105 40.314999 42.558999 43.976999 43.562 43.342999 41.091 41.973001 42.099001 43.013 42.491999 41.362001 40.858001 41.382001 39.521 36.296 33.834999 31.037999 "Working day"
"2023-08-30" 31.037999 29.392 28.367 27.714001 27.579 28.379001 31.456001 35.299001 40.878 44.126001 45.299 45.215999 42.222 42.603999 43.603 43.353 43.472001 42.636 40.897999 40.706001 41.99 39.811 36.213001 33.611001 30.4 "Working day"
"2023-08-31" 30.4 28.966 27.723 27.454001 27.219999 28.040001 31.247001 34.413999 39.649 43.165001 42.877 42.91 42.29 41.233 42.078999 41.944 42.762999 42.575 41.426999 40.67 42.144 40.057 36.344001 33.741999 31.266999 "Working day"
"2023-09-01" 31.266999 29.530001 28.058 27.468 27.422 28.528 31.829001 35.487 41.018 44.850999 45.201 45.546 44.194 43.449 43.682 44.250999 44.227001 44.07 42.383 41.106999 42.208 39.763999 36.667 33.913999 31.290999 "Working day"
"2023-09-02" 31.290999 29.52 28.263999 27.527 27.061 27.388 28.522999 29.647001 32.637999 35.650999 36.884 36.338001 35.753 35.373 34.668999 34.911 35.023999 36.038999 35.916999 36.046 37.515 35.485002 32.923 30.919 28.034 "Holiday"
"2023-09-03" 28.034 26.238001 25.138001 24.391 24.082001 24.347999 24.939001 24.774999 26.963 30.075001 31.460001 31.908 32.107 31.369999 30.046001 30.2 30.561 30.552 30.578 31.786999 33.933 33.21 31.087 29.111 26.652999 "Holiday"
"2023-09-04" 26.652999 25.295 24.217 23.998 23.992999 25.542999 30.027 35.100001 40.987999 44.711999 45.049999 46.138 44.987001 44.032 43.929 45.006 45.725001 45.019001 43.116 42.266 43.381999 41.239001 37.439 34.251999 31.670001 "Working day"
"2023-09-05" 31.670001 30.08 29.142999 28.203999 27.874001 29.021 32.653 37.203 43.015999 46.224 46.538 45.394001 43.852002 44.007 44.511001 44.877999 45.09 44.144001 43.038001 41.979999 43.251001 40.931 37.440999 34.711 31.95 "Working day"
"2023-09-06" 31.95 30.522 29.032 28.308 28.258002 29.250999 32.656001 36.523001 42.652 46.025999 46.949001 46.024 44.390001 43.457 44.654999 44.391 44.708999 44.843999 43.770001 43.005 44.156999 41.496 37.956999 35.143999 32.511 "Working day"
"2023-09-07" 32.511 30.724999 29.442 29.057 28.981 29.927001 33.445 36.425999 42.025 45.171999 46.185 45.223001 43.979999 43.363001 44.401 44.516002 44.479999 44.228001 43.243001 42.581 44.180999 41.636999 37.856999 35.252 32.391001 "Working day"
"2023-09-08" 32.391001 30.273999 29.119001 28.709001 28.441001 28.900999 33.092999 36.929999 42.586001 45.485999 46.897 45.736999 44.914001 43.851 44.602002 45.493999 44.86 44.543 43.344 42.736 43.49 40.82 37.583001 34.575 31.938 "Working day"
"2023-09-09" 31.938 30.567001 28.578999 27.458001 27.126999 27.507 28.932 30.249001 33.396 36.396 37.442999 36.841 35.87 35.224 34.772 35.092999 34.628 35.999999 35.934999 36.337001 37.780999 35.504 33.103 31.018 28.503 "Holiday"
"2023-09-10" 28.503 27.144001 26.059001 24.938001 24.573 24.484001 25.178 24.883 26.982999 29.738 31.244 32.028001 32.767999 32.324999 31.665 31.454001 31.74 32.384999 32.495 33.305 35.746 34.235999 32.237 29.906 27.470001 "Holiday"
"2023-09-11" 27.470001 25.839999 24.899 24.329 24.261001 25.696999 30.367 35.25 41.716998 45.427999 46.036 46.331 44.961 44.249 45.525 46.88 47.121 46.451 44.686 43.606 44.475999 42.075001 38.315 35.466999 32.582 "Working day"
"2023-09-12" 32.582 30.617 29.417001 29.172 28.998 29.712999 33.526 38.017 43.408001 47.302999 47.725 47.978 45.420999 45.574 46.755001 46.997999 48.702 48.15 45.959 44.704001 45.742001 43.074001 39.489 36.575999 33.489999 "Working day"
"2023-09-13" 33.489999 31.552001 30.516 30.07 29.693001 30.940999 34.634999 39.336 44.629 47.641001 48.481 48.172001 46.649 45.947 46.686 47.329001 48.290999 46.742001 45.138001 44.722 45.723001 42.758 38.897999 36.399001 33.403999 "Working day"
"2023-09-14" 33.403999 31.033001 29.826001 29.187 29.397 30.321999 34.103001 38.906 43.896999 47.407999 47.496 48.173 46.853 44.162 45.745 46.653999 46.622999 47.148 44.412 43.932 45.216999 42.217 38.359 35.025 32.239998 "Working day"
"2023-09-15" 32.239998 30.167 28.963999 28.48 28.263002 29.443001 33.650001 38.18 42.904 46.362 47.826999 47.044 44.986 42.519 43.732 46.574001 46.408 44.958001 42.96 41.976001 43.252 40.532 37.288 34.399 31.368 "Working day"
"2023-09-16" 31.368 29.565999 28.567999 27.994999 27.647999 27.794001 28.938 30.701999 32.798 36.47 37.181001 36.108 34.597001 33.524999 33.531999 32.982 35.019999 35.322999 35.663 36.536 37.872 34.879 32.555 30.618 28.654 "Holiday"
"2023-09-17" 28.654 26.956999 26.126 25.383999 24.974 24.81 25.649 25.888 27.594001 31.302999 32.723001 32.511 32.523 32.373001 31.078001 32.276999 32.792 31.741 31.704999 33.084 35.421 33.940001 31.749 29.417999 26.88 "Holiday"
"2023-09-18" 26.88 25.334 24.561 24.204 24.104 25.756999 30.475 35.792 41.275001 45.057999 46.067001 46.287999 45.434999 43.412001 44.311999 45.704 45.664 45.104 42.825999 43.275999 43.567 40.561 37.191 34.257 31.323 "Working day"
"2023-09-19" 31.323 30.270999 29.22 28.588 28.614001 29.526001 33.164999 37.753 42.929001 46.458 46.929999 46.493 44.765001 43.954 45.789 46.662 47.051001 45.897 44.330999 44.425 45.165 42.32 38.203001 35.331 32.003 "Working day"
"2023-09-20" 32.003 30.040001 29.065001 28.357001 27.932001 28.985 33.267999 38.067 42.583 45.49 45.777001 46.895 44.187 43.672999 45.274 44.418 44.488001 43.855001 43.157998 43.52 44.306 41.015001 37.397 34.627001 31.503 "Working day"
"2023-09-21" 31.503 29.925 28.658999 27.861 27.789001 29.104999 32.947999 37.326001 42.489001 45.906999 46.111 45.427 44.919 41.495999 44.544 45.251999 46.672001 45.03 42.679 43.283 43.574 40.559999 36.939002 34.377002 31.705001 "Working day"
"2023-09-22" 31.705001 30.152001 29.018 28.337001 28.335 29.144 32.881 38.069001 43.078001 46.661 47.248 46.376 45.004999 44.179998 45.105 45.061001 43.868001 43.412 42.345 43.241999 43.137 40.371 36.836 34.265001 31.579 "Working day"
"2023-09-23" 31.579 29.787 28.280001 27.499 26.941002 27.185001 28.254001 30.442999 32.971 36.029 35.697999 36.217 35.756999 34.013 32.87 32.913 33.483001 33.444001 33.203 34.924 35.452 33.057001 30.561 28.757 26.714 "Holiday"
"2023-09-24" 26.714 24.737 23.745 23.033 23.08 22.967 23.700001 24.254 26.169 29.871999 31.913 30.768001 32.025 30.397 29.627 30.585999 30.506001 29.917 29.030999 30.702001 32.333001 30.754001 29.006999 26.702999 24.539999 "Holiday"
"2023-09-25" 24.539999 22.928999 22.177 22.105999 22.24 23.67 28.550001 34.410001 39.743999 43.943999 43.599001 43.640001 42.047 40.673 41.853999 42.118999 41.762 41.125001 39.747 40.754 41.445 38.526 34.802 31.778 29.173999 "Working day"
"2023-09-26" 29.173999 27.365001 26.499001 25.953 25.764999 26.816001 30.568001 35.785001 40.545001 44.301 44.466 43.805 42.334999 40.890999 41.342999 42.384999 42.754 42.443 40.538 41.695 42.163001 39.211 35.377 32.576 29.791 "Working day"
"2023-09-27" 29.791 28.252 27.206002 26.755 26.651999 27.637 31.234001 36.328 41.234 44.545999 45.210001 44.572999 42.787999 41.739999 42.625001 43.408 43.903001 43.054 41.473 42.764 42.745 39.719 35.788001 32.874 30.223 "Working day"
"2023-09-28" 30.223 28.242999 27.324 26.793001 26.939999 27.961 31.847001 36.658 41.371001 44.762999 44.821001 43.810999 41.891 41.23 41.33 42.676 43.701001 43.157001 41.199 42.434 42.259999 38.754001 35.281001 32.471999 30.372 "Working day"
"2023-09-29" 30.372 28.833999 27.408 27.087 27.043 28.089001 31.991999 36.978001 41.323 44.649001 44.498999 44.014999 41.682999 40.841 41.798001 42.303 43.015001 41.633 40.529 41.764 41.359 38.349 34.915 32.629999 29.977 "Working day"
"2023-09-30" 29.977 28.110001 26.929 26.338002 26.071 26.163 27.462 29.712 32.118 35.123 36.692001 35.633001 34.335 33.166 32.653 32.184001 32.822001 33.553 33.149 35.557 35.366001 32.727999 30.398001 28.637001 26.285 "Holiday"
"2023-10-01" 26.285 24.942 23.758001 23.061 22.633 23.147 23.846999 24.4 26.429 29.765 31.038 31.425999 31.541 30.049998 29.114001 29.238001 29.67 29.608 30.225 32.92 33.295999 31.759 29.535 27.273 25.048998 "Holiday"
"2023-10-02" 25.048998 23.657 22.897 22.776 22.760002 23.969 28.948001 34.925 39.641 43.318999 43.765 43.137001 41.755999 40.825999 41.924001 43.266 43.37 43.028001 40.851999 42.527999 41.917999 38.932999 35.101 32.270999 29.277001 "Working day"
"2023-10-03" 29.277001 27.505 26.523001 26.09 26.31 27.076 31.418001 36.898 40.65 44.139 44.120999 43.989 42.632999 41.542 42.541002 43.624 43.887 42.689 40.668 42.997 41.957 38.952 34.762999 31.758001 29.037999 "Working day"
"2023-10-04" 29.037999 27.678 26.389999 26.176001 26.021001 27.309001 31.180999 36.695001 41.101 44.524 45.582 45.096001 42.179 41.633001 42.194001 42.895001 43.847 42.800999 40.97 43.085 42.198999 39.371 35.311 32.319 29.849 "Working day"
"2023-10-05" 29.849 28.01 27.139999 26.782001 26.875001 27.639 31.508999 37.354 42.088999 44.177 44.089 43.313 41.414 39.944001 41.233 42.333 42.72 41.966 40.832999 43.496 42.327999 39.154001 34.982001 32.087 29.306 "Working day"
"2023-10-06" 29.306 27.291 26.490999 26.104999 25.911 26.781001 31.215 36.746 41.028999 44.266001 44.858 44.154001 42.252 41.335001 42.197999 42.884001 43.095999 41.503 39.839999 41.897 41.104 37.696999 34.242999 31.417 28.628999 "Working day"
"2023-10-07" 28.628999 27.112001 25.873001 25.064 24.727001 24.932 26.684 29.009002 31.554998 34.476999 35.109 34.508 33.611999 32.554 31.690999 31.392 31.442001 31.383 31.952 35.190999 34.859 32.151999 29.750001 27.939999 25.537 "Holiday"
"2023-10-08" 25.537 23.924 22.651999 22.187002 21.619999 21.519 22.45 23.568 25.169 28.566 30.097 30.276 30.983 29.643999 28.731 28.757 29.071 29.166 29.798 33.521001 33.050001 31.423 29.478 27.046001 24.720999 "Holiday"
"2023-10-09" 24.720999 23.340999 22.939 22.487 22.728001 23.848 28.628 34.235 39.407 42.796999 43.642 43.224999 41.627001 41.105001 41.898998 42.998 43.644 42.125999 39.807999 42.170001 41.229 38.180001 34.470001 31.668999 29.183 "Working day"
"2023-10-10" 29.183 27.523001 26.226 25.832001 25.752002 26.909999 30.591999 36.11 40.63 43.665001 43.736 43.728999 42.405 42.231 42.893999 44.386 44.537999 42.985 41.439 44.151 43.057001 39.828999 36.086001 33.032 30.221 "Working day"
"2023-10-11" 30.221 28.543 27.596 27.233 27.392001 28.205 32.081 38.009999 42.040001 44.482001 45.054 44.881 42.489 40.692999 42.169 43.925 44.084999 42.67 41.351 44.350001 42.862999 39.835 36.245999 33.247001 30.481 "Working day"
"2023-10-12" 30.481 28.515 27.062999 26.738 26.487 27.455999 31.901999 37.524 41.528999 43.951 43.856 43.623 42.285 41.472 41.927999 43.214999 43.533999 42.712999 40.766001 43.686 42.034 39.276 35.551 32.664 30.067 "Working day"
"2023-10-13" 30.067 27.970999 26.954 26.519999 26.275 27.277001 31.539 37.270999 41.597001 44.916999 44.958001 44.078999 42.719 41.320001 42.552001 43.133999 42.908 41.95 40.205001 43.092999 41.263001 38.584001 34.992001 32.099001 29.51 "Working day"
"2023-10-14" 29.51 27.756999 26.749 25.789001 25.469 25.855 27.078001 29.763999 31.769001 35.125001 35.824 35.476 34.346999 32.659999 32.197 32.059999 32.083 32.454 32.785 36.356999 34.962999 32.837 30.545001 28.436999 26.507 "Holiday"
"2023-10-15" 26.507 24.644001 23.544001 22.654999 22.639 22.791 23.895 24.799 25.913999 28.854001 31.139 30.788 31.173 30.884999 29.116001 29.591998 28.507999 28.87 29.586999 33.883 33.295001 31.656 29.511001 27.272999 24.846999 "Holiday"
"2023-10-16" 24.846999 23.407 22.645999 22.450999 22.865 24.330999 29.227999 35.559 39.917999 42.514 42.767 42.364998 41.260999 40.166 39.312001 40.319 40.536999 39.937 39.551 42.268 40.698002 38.03 34.450001 31.676 28.829001 "Working day"
"2023-10-17" 28.829001 27 26.017999 25.980999 25.861999 26.948 30.974 37.702001 41.614001 43.617 42.704 43.224001 41.7 41.461999 42.009001 42.065 42.432 41.026 40.307999 43.407998 41.72 39.173 35.504001 32.612001 29.462001 "Working day"
"2023-10-18" 29.462001 27.762001 26.577 25.830999 25.917001 27.181 31.486999 37.727 42.055 43.666001 44.154 43.980001 42.205 41.309999 42.718998 42.699 42.910999 42.089999 41.353998 43.670999 42.143 39.323999 35.549001 32.368001 29.118 "Working day"
"2023-10-19" 29.118 27.293 26.320999 25.844999 25.615 26.775001 31.022999 37.240001 42.112001 44.699001 44.909999 45.111001 43.351 43.23 43.065 42.882001 43.339001 42.482 41.533999 43.896 42.437 39.404999 35.298 32.27 29.112 "Working day"
"2023-10-20" 29.112 27.104999 26.095 25.595001 25.775001 26.883999 31.075999 37.408001 41.933999 44.832 45.12 45.319001 43.968 42.185 42.011001 43.168 41.922001 41.306 40.82 43.123999 41.454001 38.743001 35.373999 32.683001 29.81 "Working day"
"2023-10-21" 29.81 27.777001 26.438 25.446 25.05 25.741001 27.198001 30.406 32.439001 34.825999 36.679001 36.400999 35.772999 34.601999 34.321999 32.615 30.99 31.744 32.847 36.299 34.996001 32.183998 29.791 27.582 25.377999 "Holiday"
"2023-10-22" 25.377999 24.009 22.863 21.648998 21.697 21.789 22.899 24.210999 25.114001 28.439 30.987001 30.297 30.892999 30.266 28.364999 28.281999 27.609999 27.612 28.808001 32.528999 32.113001 30.864 28.665999 26.728 24.023999 "Holiday"
"2023-10-23" 24.023999 22.392 21.804 21.493999 21.460999 22.979 28.262999 35.266001 39.87 43.115001 41.926999 42.832999 41.237001 40.985 41.723001 42.547001 42.882 41.255001 40.741 43.072 41.455001 38.970999 35.012 32.185 29.355 "Working day"
"2023-10-24" 29.355 27.571999 26.65 26.194999 26.219999 27.253001 31.604 37.643 42.476999 44.611 44.766001 44.608 42.885001 41.39 41.983999 43.499 43.611001 42.666002 42.518001 44.506 42.674999 40.369 36.404999 33.391 30.156 "Working day"
"2023-10-25" 30.156 27.992999 27.292 26.926999 26.523 27.739 31.940999 38.456999 42.711999 44.819 44.822 44.925001 42.967001 42.488 41.259001 40.977 42.426001 41.925 41.504 44.395001 42.709 40.346001 36.071001 32.817 29.766 "Working day"
"2023-10-26" 29.766 27.993 26.868 26.496999 26.624 27.684 31.938001 38.359 42.671 44.975 45.279999 43.704001 42.232 41.55 42.734 43.453 43.515999 42.18 42.157 44.377001 42.801 40.191999 36.761001 33.197 30.196 "Working day"
"2023-10-27" 30.196 28.23 27.068001 26.733999 26.798 27.828001 31.583 37.594 41.814 44.96 44.754001 44.151001 43.260999 41.366 42.693001 42.530001 41.925 40.457 40.636 43.435001 41.776001 38.858999 35.424999 32.122 29.454001 "Working day"
"2023-10-28" 29.454001 27.539 26.341001 25.395999 25.281001 25.703001 27.242001 30.589001 32.358 35.109998 36.643 36.04 35.577 33.936001 32.893 33.289999 32.458001 32.175001 33.215001 36.669 35.746001 33.472001 30.760001 28.642001 26.009999 "Holiday"
"2023-10-29" 26.009999 24.112001 22.882 21.991 22.092999 22.494999 23.46 24.45 27.015 29.939 29.456 29.696001 30.656999 30.892 29.964 30.356 30.15 31.245001 33.095999 33.937 32.989 31.207999 29.210001 26.998 23.545001 "Holiday"
"2023-10-30" 23.545001 22.008001 21.615999 21.443 21.765 23.159 28.381001 34.079 39.48 41.772 41.857999 42.594 41.442999 40.829001 41.801001 42.123999 42.303 42.297 42.337999 42.074999 39.951 37.854 34.247999 31.362999 28.549 "Working day"
"2023-10-31" 28.549 26.765 25.754999 25.198 25.226 26.332 29.900001 34.649999 39.959001 42.976 42.070999 44.414999 41.129 41.25 41.939 41.213001 40.287 40.419 41.090001 40.484001 38.978 36.146001 32.497001 29.963 26.158 "Working day"
"2023-11-01" 26.158 24.728 23.783001 23.114 22.702 23.089 23.530999 23.742001 25.44 26.796 27.877 28.206 29.390001 28.933 28.348 27.565 27.618001 29.586 31.639 32.398 31.379 29.526001 27.458001 25.155 23.791 "Holiday"
"2023-11-02" 23.791 22.46 21.52 21.286 21.427999 23.121001 27.850999 32.851 38.596001 41.257999 41.784 42.058001 40.834999 40.286999 40.745 41.564999 41.143998 41.171 41.405 41.152 39.546001 37.231001 33.947999 31.060001 28.688999 "Working day"
"2023-11-03" 28.688999 27.063999 26.001 25.506 25.661999 26.619 29.865999 34.494998 39.940999 42.588999 42.171 42.747 43.383 41.577999 40.794999 40.757001 39.369999 40.449 40.968 40.882 39.399 36.66 33.721999 31.000999 27.854001 "Working day"
"2023-11-04" 27.854001 26.462998 25.475 24.707 24.554 25.052 26.523999 28.810999 32.409999 35.275999 36.22 34.368999 33.954 33.093001 33.377 32.507 31.077001 33.118 35.044 35.512999 34.449 31.908999 29.385 27.357999 25 "Holiday"
"2023-11-05" 25 23.243999 22.28 22.052 21.739 21.947 22.919999 23.357999 25.447001 29.411999 30.895 32.249002 32.166999 31.288999 29.68 29.105 27.729999 29.310998 31.496999 32.608999 32.136 30.678 28.730999 26.77 24.123999 "Holiday"
"2023-11-06" 24.123999 22.633 22.003998 21.702999 22.133 23.824 28.918 34.595 40.588 43.219999 43.188999 42.694999 41.377 40.032999 41.801001 42.603 41.509001 42.425999 42.689001 42.244 40.627001 37.673999 34.321 31.417001 28.702 "Working day"
"2023-11-07" 28.702 26.980998 25.778999 25.623 25.717999 26.746001 31.114 36.323 41.132 43.558001 43.137001 44.469001 42.945 41.978 42.669998 43.059 42.163 43.339999 43.239 42.796998 41.784999 39.121 35.382 32.187999 29.039 "Working day"
"2023-11-08" 29.039 27.403001 26.501 26.182001 26.329999 27.511999 31.902999 37.051001 41.615 43.460001 43.294 43.515998 41.895 41.287001 42.644999 43.393 41.919 43.166 43.158999 43.031 41.518001 38.869 35.533 32.328999 29.237 "Working day"
"2023-11-09" 29.237 27.139999 26.108999 25.603999 25.883999 27.026 31.516001 36.914999 41.634999 43.855001 44.202 43.802 43.038 41.187998 41.932001 43.244999 43.123999 44.336 43.615999 43.404999 41.691001 39.145 35.302 32.281 29.523 "Working day"
"2023-11-10" 29.523 27.744 26.544999 26.433 26.133 27.485 31.679 36.857 41.569 44.683 44.799 43.855 41.869 40.642 40.998 41.975 41.934 43.363001 43.558999 43.149001 41.533999 38.598 35.3 32.534001 29.397999 "Working day"
"2023-11-11" 29.397999 27.693 26.516999 26.103001 25.683001 26.219001 27.832 30.419001 33.935999 37.159999 37.599 36.956 35.371 34.022999 32.913 32.53 31.775 34.716 36.465001 37.229001 36.032001 33.19 30.958001 28.685999 26.586 "Holiday"
"2023-11-12" 26.586 25 23.475001 22.694 22.288 22.694 23.787 24.663999 26.427999 28.633999 30.418001 31.555 32.864999 31.197001 29.341999 29.447999 29.466 31.77 33.424 34.703 34.339 32.550999 30.366001 28.058 25.070001 "Holiday"
"2023-11-13" 25.070001 23.318999 22.549 21.864999 22.392 24.205 29.635 35.911001 41.514001 43.754999 44.246998 43.815 42.147 41.493 42.217001 42.696 42.587999 44.219 43.531 43.161999 41.424001 38.637001 34.879 31.776 28.447 "Working day"
"2023-11-14" 28.447 26.542 25.523 25.246 25.337001 26.773001 31.467 37.520001 42.643 45.624 45.711999 45.118001 43.967 42.590001 43.821 44.511 44.025002 45.125 44.520999 44.079 42.435001 39.045999 35.088 31.924001 29.061001 "Working day"
"2023-11-15" 29.061001 26.894 26.013 25.55 25.761999 27.119001 31.234 37.282999 41.831 43.481 43.049 42.965001 41.01 41.271 42.782999 41.870001 41.865999 43.517 43.290999 43.231999 41.375 38.785 34.639001 31.429 28.603001 "Working day"
"2023-11-16" 28.603001 27.047999 25.839999 25.537 25.439001 26.856 31.341 37.029001 41.53 43.348999 42.17 42.623 40.999 40.657001 40.949 41.956 42.257999 43.856 43.074 42.617001 41.119 38.27 34.294999 31.205 28.648999 "Working day"
"2023-11-17" 28.648999 26.891001 25.840001 25.262 25.368999 26.494999 30.520999 36.262 41.051999 43.331 43.076 42.521999 41.411001 40.167 41.606999 41.511001 41.065 42.75 42.539999 42.553999 40.474 37.680001 34.193001 31.179 27.57 "Working day"
"2023-11-18" 27.57 25.709 24.716 24.177 23.92 24.273 26.203999 29.231999 32.008998 34.862 35.258 34.156 33.226999 31.993001 31.375 31.296 30.668001 33.567 34.386 35.485999 33.772 31.493001 28.917999 26.707999 24.728999 "Holiday"
